,Pred_0,real_0
476,1200,497
477,1200,1161
478,1200,1161
479,292,497
480,887,766
481,1200,689
482,1200,650
483,1200,1161
484,618,624
485,1200,247
486,687,344
487,1200,1161
488,1200,361
489,1028,1161
490,374,900
491,535,269
492,1246,1161
493,1200,1056
494,1200,1161
495,231,774
496,81,1161
497,1200,162
498,134,889
499,1200,757
500,932,143
501,1200,900
502,1097,1161
503,907,1161
504,1446,900
505,1066,900
506,1523,428
507,190,758
508,1200,252
509,105,900
510,1287,900
511,1200,1296
512,363,277
513,1200,1161
514,343,900
515,1200,1161
516,281,1161
517,1200,1161
518,932,990
519,1200,1161
520,1460,1482
521,1200,898
522,687,180
523,363,143
524,1066,995
525,1200,6
526,729,1161
527,794,689
528,788,1378
529,932,1208
530,1194,1161
531,72,425
532,1022,1161
533,1246,497
534,1200,214
535,1419,1161
536,907,1161
537,1246,69
538,72,1161
539,1200,781
540,932,214
541,1517,1161
542,1200,900
543,1200,95
544,535,954
545,1200,1056
546,1200,1208
547,292,900
548,1419,1075
549,1200,269
550,869,900
551,1200,266
552,770,1161
553,687,1161
554,1200,1208
555,1200,1419
556,72,1161
557,758,1161
558,460,601
559,535,1161
560,1200,932
561,460,143
562,1226,989
563,292,660
564,1200,332
565,105,1161
566,1200,269
567,1097,502
568,1200,1161
569,207,1161
570,1200,1161
571,716,275
572,230,1161
573,292,1161
574,160,668
575,1200,1161
576,1200,1387
577,1200,1161
578,374,650
579,1200,1161
580,363,1161
581,1504,900
582,1200,321
583,1031,1237
584,808,989
585,1200,1161
586,1246,1161
587,907,354
588,794,214
589,932,1161
590,1200,269
591,1200,1161
592,1200,364
593,1200,1161
594,1033,1208
595,363,269
596,342,1495
597,1224,1161
598,363,1161
599,932,1161
600,1200,502
601,1460,95
602,1036,1161
603,687,1161
604,1246,813
605,886,120
606,238,261
607,798,1161
608,1200,831
609,1200,1161
610,1200,269
611,1200,1161
612,698,756
613,794,269
614,1200,332
615,687,757
616,932,1161
617,1200,269
618,292,1474
619,342,1161
620,1200,1377
621,342,114
622,930,1161
623,1200,1161
624,907,143
625,1200,1050
626,721,1482
627,342,1161
628,1246,1244
629,1246,1161
630,332,900
631,932,1184
632,1200,835
633,72,670
634,956,1161
635,663,418
636,548,1161
637,1200,332
638,231,1161
639,1200,197
640,1200,1161
641,1200,1161
642,1200,870
643,1200,971
644,374,1072
645,1200,453
646,1200,76
647,1341,935
648,1200,900
649,799,485
650,433,1161
651,1200,1161
652,1200,1161
653,1200,1050
654,1253,1161
655,499,428
656,1200,935
657,1246,551
658,1200,1161
659,1200,1161
660,95,1208
661,1200,315
662,932,1096
663,808,18
664,1200,650
665,1200,143
666,932,813
667,1200,689
668,1200,1482
669,1402,1161
670,869,903
671,344,1161
672,1419,1161
673,342,1096
674,932,660
675,1246,1161
676,1200,870
677,1504,1161
678,1200,1474
679,374,269
680,787,805
681,292,990
682,292,153
683,1200,1026
684,408,201
685,1200,1161
686,1246,1161
687,105,1231
688,1200,95
689,1200,344
690,354,1161
691,1200,1161
692,1200,831
693,1200,848
694,342,1050
695,371,1446
696,223,453
697,109,720
698,1200,45
699,1200,497
700,1200,1161
701,1200,1462
702,1200,900
703,687,650
704,363,180
705,292,668
706,105,1419
707,386,1454
708,1409,1244
709,1129,1161
710,1419,1479
711,1200,870
712,1200,900
713,1200,1086
714,687,900
715,1200,675
716,1034,186
717,1200,870
718,887,1161
719,1200,269
720,343,226
721,1517,1161
722,292,1161
723,1200,900
724,1200,1161
725,292,1161
726,1200,269
727,1246,1161
728,1200,1208
729,72,1037
730,1200,650
731,1246,1161
732,1200,1161
733,199,226
734,932,990
735,1200,497
736,869,589
737,1200,1161
738,687,924
739,1200,1026
740,1382,1161
741,593,1161
742,389,900
743,1200,650
744,1200,900
745,248,423
746,1200,650
747,1200,344
748,1200,1482
749,1200,1001
750,808,1482
751,1200,650
752,1066,774
753,1356,1161
754,468,633
755,1200,987
756,231,631
757,1257,900
758,1200,1161
759,1200,1161
760,1200,332
761,535,1161
762,1200,1161
763,136,1161
764,292,1161
765,932,834
766,1200,900
767,215,332
768,932,180
769,1504,1161
770,932,1161
771,687,497
772,1200,839
773,701,650
774,1200,415
775,1200,1161
776,241,1244
777,886,1348
778,374,344
779,363,497
780,1066,1161
781,105,1161
782,1200,1161
783,343,1223
784,363,842
785,1200,1161
786,963,521
787,1200,1161
788,1200,205
789,794,1161
790,932,903
791,535,1161
792,72,1430
793,1209,1147
794,1143,900
795,932,1026
796,1200,893
797,1200,1377
798,1200,1161
799,687,1117
800,374,1161
801,1200,1161
802,271,1161
803,808,900
804,160,1482
805,1200,269
806,787,1161
807,1200,1161
808,1200,870
809,1200,521
810,1287,197
811,109,1161
812,1200,184
813,460,1208
814,801,497
815,1200,497
816,872,1161
817,1200,1286
818,1200,216
819,1200,1328
820,932,1161
821,1200,1161
822,215,1161
823,907,1161
824,1200,1161
825,932,95
826,1200,631
827,199,1161
828,1200,1161
829,1200,1460
830,1200,1161
831,1200,191
832,1420,1482
833,337,314
834,1200,1026
835,185,323
836,82,1161
837,1200,332
838,1200,152
839,1152,269
840,687,1161
841,1200,1161
842,1200,990
843,1246,344
844,808,1232
845,1200,715
846,1246,650
847,22,1161
848,1200,1161
849,1536,902
850,808,214
851,900,1474
852,1200,1161
853,258,1208
854,460,1161
855,907,126
856,1200,715
857,907,196
858,1200,332
859,1200,594
860,374,1161
861,1200,1161
862,1200,212
863,1200,1419
864,363,1161
865,1200,870
866,1200,1161
867,1200,1161
868,831,900
869,932,1161
870,292,1053
871,907,1474
872,1197,332
873,907,344
874,72,650
875,887,1377
876,1200,1113
877,362,900
878,803,296
879,1200,1161
880,1200,372
881,1200,920
882,1419,137
883,499,75
884,1005,1161
885,687,831
886,363,1161
887,932,487
888,1200,556
889,292,1026
890,892,269
891,930,1493
892,421,1161
893,1031,1161
894,1489,1161
895,535,650
896,1536,1066
897,877,1161
898,1200,428
899,687,870
900,1293,1161
901,1200,1208
902,1066,1161
903,1200,1161
904,1200,240
905,808,497
906,932,769
907,1504,747
908,1200,214
909,535,1161
910,1200,900
911,930,285
912,1493,1161
913,907,1460
914,1200,774
915,342,120
916,1200,1161
917,687,477
918,297,1161
919,299,1161
920,152,1161
921,291,201
922,1200,870
923,1200,698
924,1200,1161
925,1200,1161
926,1200,497
927,1200,497
928,1200,180
929,1181,1161
930,254,316
931,105,1161
932,1200,1161
933,292,1161
934,363,1161
935,1200,1161
936,535,321
937,1200,197
938,144,935
939,1200,1117
940,540,1479
941,1200,900
942,1354,187
943,1200,1161
944,1200,900
945,1200,95
946,1200,900
947,1152,1050
948,1200,1161
949,1200,188
950,105,1350
951,1504,1117
952,1200,1161
953,1200,398
954,1036,1161
955,1200,1161
956,1200,1161
957,932,261
958,1200,817
959,932,1161
960,1191,580
961,687,1208
962,1138,1161
963,1066,1136
964,429,831
965,1200,1161
966,392,1161
967,1200,1250
968,788,1161
969,1499,1161
970,440,314
971,1200,354
972,1200,451
973,1200,900
974,732,1482
975,1200,490
976,1200,1161
977,292,214
978,540,453
979,1200,1161
980,1504,1377
981,1200,683
982,788,269
983,1200,1161
984,1200,650
985,363,269
986,615,428
987,932,269
988,1081,269
989,460,1161
990,1200,1208
991,292,1161
992,292,332
993,1200,284
994,292,1161
995,1142,1161
996,687,1258
997,1200,1161
998,1200,261
999,1200,900
1000,932,95
1001,1200,926
1002,1200,900
1003,1246,1161
1004,292,152
1005,292,1161
1006,1508,497
1007,932,1117
1008,1200,1001
1009,1200,397
1010,935,1161
1011,1200,1161
1012,518,315
1013,1200,497
1014,1152,179
1015,374,1161
1016,377,428
1017,604,1161
1018,663,870
1019,687,1064
1020,311,1161
1021,1499,660
1022,932,1161
1023,292,269
1024,535,269
1025,808,900
1026,535,660
1027,1200,789
1028,1034,1473
1029,1200,1161
1030,1200,1377
1031,231,1161
1032,1200,497
1033,363,689
1034,1200,69
1035,1484,900
1036,1091,269
1037,1200,1161
1038,1200,1161
1039,105,284
1040,687,1161
1041,528,1208
1042,292,1026
1043,233,137
1044,1200,839
1045,1066,1161
1046,1504,1419
1047,374,98
1048,535,900
1049,930,1484
1050,732,1161
1051,292,1161
1052,462,1181
1053,1200,1161
1054,740,167
1055,1200,1161
1056,72,428
1057,1200,1161
1058,687,497
1059,1200,1161
1060,1200,747
1061,95,1161
1062,1200,1161
1063,1200,1161
1064,1525,715
1065,1200,1161
1066,1200,1161
1067,491,1161
1068,1200,1161
1069,1200,409
1070,900,1161
1071,1200,1161
1072,363,95
1073,1200,900
1074,932,1161
1075,854,1346
1076,1200,212
1077,564,1161
1078,1028,1348
1079,1034,69
1080,629,1482
1081,907,1161
1082,629,832
1083,1200,1161
1084,808,1161
1085,794,1050
1086,687,1361
1087,1200,650
1088,788,189
1089,374,924
1090,934,1161
1091,363,792
1092,1066,900
1093,1200,451
1094,159,186
1095,1246,1074
1096,548,1482
1097,1200,1161
1098,1091,900
1099,292,261
1100,1200,344
1101,1200,1482
1102,874,95
1103,1200,1161
1104,1287,900
1105,535,1161
1106,1246,1161
1107,292,428
1108,1066,1452
1109,1200,96
1110,1205,1161
1111,1091,497
1112,932,1161
1113,292,954
1114,535,1117
1115,737,200
1116,168,414
1117,1066,687
1118,1200,900
1119,1200,650
1120,851,900
1121,363,269
1122,292,1161
1123,1200,120
1124,343,95
1125,1399,1161
1126,407,1161
1127,1200,789
1128,1152,1161
1129,907,987
1130,292,1161
1131,687,900
1132,624,1130
1133,1246,870
1134,1200,76
1135,1200,1161
1136,794,269
1137,1200,760
1138,808,954
1139,292,1161
1140,292,1161
1141,488,870
1142,1200,900
1143,1028,1161
1144,611,1000
1145,1200,1161
1146,932,1377
1147,292,1161
1148,312,1161
1149,1287,1161
1150,1200,522
1151,1200,650
1152,799,1161
1153,1200,944
1154,292,1161
1155,1200,181
1156,1246,1161
1157,1200,1161
1158,1200,1026
1159,1066,993
1160,932,1161
1161,932,354
1162,1200,1474
1163,831,332
1164,1200,1161
1165,1200,284
1166,1200,658
1167,1200,689
1168,932,1106
1169,1200,214
1170,865,1161
1171,491,1161
1172,374,344
1173,1246,1474
1174,1200,1161
1175,1200,831
1176,1246,1161
1177,1200,900
1178,344,1161
1179,488,900
1180,874,1343
1181,1200,900
1182,1297,1161
1183,1200,598
1184,1200,269
1185,1517,269
1186,687,1072
1187,876,1161
1188,794,1161
1189,363,870
1190,1200,1242
1191,1523,261
1192,1200,1161
1193,1200,344
1194,491,831
1195,1200,1161
1196,1152,1208
1197,1200,900
1198,932,720
1199,311,497
1200,1200,1343
1201,1200,747
1202,1386,1473
1203,1066,689
1204,1200,650
1205,1341,98
1206,1200,421
1207,1302,900
1208,932,1244
1209,374,1026
1210,363,595
1211,407,900
1212,808,1161
1213,1200,1161
1214,219,1208
1215,1106,269
1216,312,747
1217,1200,1026
1218,223,896
1219,1200,332
1220,1200,1161
1221,687,497
1222,1200,1117
1223,932,1377
1224,932,497
1225,995,650
1226,1523,900
1227,1200,754
1228,808,1208
1229,962,476
1230,1200,1244
1231,687,1161
1232,1200,1161
1233,774,870
1234,1200,870
1235,383,81
1236,687,1084
1237,143,601
1238,1200,1161
1239,822,1208
1240,932,497
1241,1246,1161
1242,1246,1460
1243,194,1161
1244,1200,261
1245,932,218
1246,907,1161
1247,1200,497
1248,1200,315
1249,1200,1316
1250,1200,1161
1251,1200,751
1252,1353,715
1253,1200,1161
1254,1504,1161
1255,1499,1482
1256,1523,248
1257,800,1161
1258,1200,1161
1259,1200,1161
1260,1219,308
1261,1200,1161
1262,1504,967
1263,1523,1042
1264,207,1161
1265,1184,747
1266,1200,1161
1267,1200,1161
1268,207,261
1269,152,1448
1270,1191,1161
1271,1200,69
1272,1200,269
1273,1246,1161
1274,292,1419
1275,932,1161
1276,1523,900
1277,932,1117
1278,588,1161
1279,1200,1161
1280,1200,1161
1281,1200,113
1282,1200,861
1283,231,1049
1284,1200,1161
1285,26,502
1286,1200,187
1287,1200,680
1288,806,1161
1289,1200,1181
1290,362,1161
1291,386,69
1292,231,321
1293,1491,660
1294,1200,760
1295,289,1446
1296,907,197
1297,1200,1161
1298,708,1161
1299,1200,1377
1300,138,1161
1301,724,1264
1302,1224,1161
1303,1246,756
1304,1200,386
1305,1009,1107
1306,877,1161
1307,1200,900
1308,1200,1161
1309,1523,1161
1310,1279,180
1311,1142,245
1312,1142,497
1313,1200,1161
1314,600,1152
1315,211,900
1316,292,1208
1317,907,1161
1318,105,879
1319,1200,188
1320,72,69
1321,440,1161
1322,1293,1161
1323,1200,143
1324,1200,1161
1325,1200,689
1326,1200,968
1327,1200,1161
1328,1200,831
1329,1066,69
1330,732,1184
1331,292,1161
1332,1200,99
1333,1525,1161
1334,803,354
1335,932,863
1336,1200,1161
1337,1200,557
1338,1200,1397
1339,1200,1161
1340,1200,1161
1341,366,1380
1342,876,269
1343,1066,650
1344,1200,1250
1345,1429,900
1346,687,864
1347,1200,1161
1348,1200,1161
1349,687,497
1350,687,996
1351,1200,1244
1352,1523,269
1353,1200,954
1354,1200,754
1355,1200,660
1356,1200,1281
1357,1200,332
1358,363,300
1359,1200,269
1360,342,1161
1361,264,1026
1362,1200,1161
1363,535,1161
1364,109,1161
1365,1200,650
1366,1200,1161
1367,1200,1161
1368,1287,226
1369,1200,214
1370,1200,984
1371,1200,286
1372,907,1361
1373,1200,1161
1374,788,344
1375,292,261
1376,663,130
1377,1311,1482
1378,687,1161
1379,1200,1161
1380,1200,1161
1381,1200,900
1382,292,1161
1383,292,935
1384,1200,214
1385,1523,1161
1386,1200,1161
1387,1200,1161
1388,1200,1117
1389,491,1208
1390,243,1161
1391,460,1161
1392,1200,1161
1393,1200,522
1394,737,747
1395,374,1161
1396,687,1161
1397,771,650
1398,1152,1288
1399,1007,900
1400,363,1161
1401,1200,1161
1402,292,1161
1403,1200,1161
1404,932,1161
1405,1244,557
1406,773,269
1407,855,1474
1408,869,870
1409,1200,357
1410,1419,1161
1411,865,686
1412,292,877
1413,323,1161
1414,869,1161
1415,292,1460
1416,230,1482
1417,687,1161
1418,1419,870
1419,281,1161
1420,1200,511
1421,223,689
1422,215,332
1423,869,954
1424,1200,1161
1425,1200,216
1426,1200,1161
1427,1200,1002
1428,1200,689
1429,1460,1161
1430,1267,898
1431,1200,1208
1432,1200,1208
1433,1200,1161
1434,297,1460
1435,1200,1208
1436,932,1161
1437,491,1161
1438,932,1161
1439,1200,1449
1440,207,1161
1441,1200,616
1442,1419,1161
1443,1200,476
1444,932,1161
1445,1200,1161
1446,1093,214
1447,882,650
1448,1200,1208
1449,1200,1161
1450,1200,1161
1451,292,1161
1452,1200,1161
1453,105,1460
1454,1200,1377
1455,1499,99
1456,134,453
1457,1200,315
1458,1200,1103
1459,749,527
1460,105,1161
1461,289,261
1462,105,314
1463,1200,1161
1464,1200,401
1465,1200,942
1466,1200,687
1467,1200,624
1468,263,214
1469,1246,1161
1470,1200,269
1471,1200,483
1472,1200,497
1473,1307,900
1474,1200,1212
1475,134,1259
1476,374,269
1477,1523,332
1478,1504,1377
1479,788,1161
1480,800,1397
1481,655,907
1482,1200,1208
1483,231,269
1484,1200,747
1485,109,1208
1486,732,1208
1487,355,689
1488,1200,715
1489,1200,296
1490,1200,831
1491,687,1161
1492,932,900
1493,1200,1161
1494,160,586
1495,1200,1161
1496,292,1161
1497,215,1161
1498,1200,127
1499,1200,1419
1500,1200,1026
1501,460,1161
1502,1200,214
1503,1200,95
1504,292,1161
1505,600,1117
1506,292,650
1507,791,1086
1508,1200,900
1509,887,900
1510,1034,1161
1511,1163,1161
1512,289,1161
1513,386,1208
1514,243,1161
1515,211,314
1516,363,1288
1517,1200,1161
1518,1200,1161
1519,932,114
1520,389,900
1521,1200,760
1522,932,564
1523,1200,831
1524,1200,1223
1525,1246,650
1526,1246,1161
1527,1200,751
1528,1246,1161
1529,1481,1161
1530,1200,1161
1531,1200,1479
1532,1200,320
1533,105,1161
1534,1419,689
1535,1432,1161
1536,1200,332
1537,1523,497
1538,932,1161
1539,1200,1161
1540,1200,214
1541,1200,1377
1542,794,1161
1543,1189,1244
1544,1200,1161
1545,1200,453
1546,892,1161
1547,1200,497
1548,1246,900
1549,1200,1377
1550,1200,900
1551,1200,95
1552,1200,453
1553,1200,831
1554,117,302
1555,1224,511
1556,1200,1161
1557,292,1026
1558,1200,1161
1559,207,1161
1560,535,1161
1561,1517,1161
1562,628,1161
1563,932,143
1564,492,1208
1565,1200,1040
1566,788,789
1567,1419,245
1568,374,900
1569,1200,1161
1570,350,1161
1571,535,1482
1572,876,979
1573,1200,269
1574,363,889
1575,1419,1161
1576,1200,1161
1577,1200,69
1578,1200,1161
1579,374,1161
1580,1309,1161
1581,1200,1161
1582,1200,1161
1583,1200,1161
1584,1200,689
1585,1200,1161
1586,1200,1150
1587,344,900
1588,1047,1161
1589,663,1161
1590,932,95
1591,1200,1152
1592,932,781
1593,1200,354
1594,1200,95
1595,1031,269
1596,1200,900
1597,1200,1479
1598,1200,747
1599,1200,1161
1600,535,1161
1601,1287,1380
1602,1200,443
1603,815,1152
1604,1200,288
1605,292,789
1606,687,187
1607,788,95
1608,634,1482
1609,206,1398
1610,231,1369
1611,1451,751
1612,127,1106
1613,869,1161
1614,1200,357
1615,1083,1446
1616,292,1161
1617,1504,25
1618,292,900
1619,1200,1161
1620,932,987
1621,842,650
1622,1200,1161
1623,1425,900
1624,932,95
1625,1200,1161
1626,344,269
1627,1086,114
1628,1200,1161
1629,1274,650
1630,1200,99
1631,1200,1323
1632,1200,1161
1633,932,1161
1634,1200,1161
1635,1200,650
1636,1200,580
1637,1200,831
1638,932,1161
1639,1200,1161
1640,774,1161
1641,1138,1065
1642,1200,1161
1643,1246,1208
1644,932,17
1645,1200,114
1646,877,1161
1647,458,1286
1648,1200,769
1649,961,1161
1650,407,1208
1651,687,1231
1652,808,1474
1653,1200,1342
1654,716,650
1655,1200,1106
1656,1200,1187
1657,1189,357
1658,1200,1181
1659,559,1153
1660,374,831
1661,105,1161
1662,491,848
1663,535,1161
1664,634,1161
1665,1036,1474
1666,1200,1161
1667,1246,69
1668,363,900
1669,1200,1161
1670,1200,1161
1671,1200,1346
1672,1200,935
1673,292,187
1674,932,1208
1675,362,95
1676,374,1244
1677,687,601
1678,1200,1169
1679,109,261
1680,292,214
1681,1200,1161
1682,1200,1161
1683,1200,601
1684,535,575
1685,1200,1161
1686,1200,1161
1687,1499,344
1688,1517,905
1689,1200,1161
1690,1200,1161
1691,732,760
1692,1287,900
1693,687,709
1694,1200,1161
1695,1200,844
1696,1200,1161
1697,1093,269
1698,1200,1161
1699,1200,197
1700,1200,1208
1701,1152,1161
1702,292,313
1703,1066,624
1704,134,616
1705,1200,1208
1706,235,1161
1707,344,870
1708,223,497
1709,1200,1161
1710,1200,650
1711,1287,1161
1712,1200,1161
1713,737,1482
1714,363,1377
1715,1200,1161
1716,299,1161
1717,1200,1026
1718,1200,1231
1719,636,1161
1720,292,1161
1721,535,1161
1722,757,1161
1723,1200,269
1724,213,1161
1725,876,1161
1726,1144,848
1727,1200,650
1728,1200,650
1729,1419,1161
1730,1200,1161
1731,1200,1216
1732,363,1161
1733,994,870
1734,1200,624
1735,1200,110
1736,1200,266
1737,1523,760
1738,687,95
1739,95,954
1740,1200,481
1741,1200,383
1742,1200,1370
1743,563,557
1744,1200,1161
1745,932,497
1746,1521,660
1747,1143,1493
1748,1302,1161
1749,1287,210
1750,1200,870
1751,1200,344
1752,932,1161
1753,1200,489
1754,1200,900
1755,491,315
1756,889,1419
1757,344,266
1758,744,1161
1759,932,533
1760,152,1208
1761,1200,1199
1762,1101,269
1763,1091,187
1764,1200,98
1765,876,1161
1766,852,853
1767,788,245
1768,1200,776
1769,1523,414
1770,1200,831
1771,1200,269
1772,82,414
1773,1200,660
1774,292,1161
1775,932,689
1776,1200,1161
1777,231,616
1778,1200,1482
1779,932,650
1780,1200,1161
1781,1517,708
1782,1200,1161
1783,1504,218
1784,1200,1482
1785,1200,601
1786,687,1161
1787,869,1232
1788,289,269
1789,1200,1161
1790,1523,451
1791,1246,1161
1792,932,900
1793,231,1161
1794,1152,269
1795,1302,650
1796,1219,1382
1797,932,1161
1798,1200,1161
1799,547,1161
1800,932,1161
1801,1387,1378
1802,292,1161
1803,887,197
1804,1246,268
1805,1200,1472
1806,1200,243
1807,1419,1161
1808,1186,1403
1809,207,1161
1810,292,1161
1811,1200,226
1812,258,1161
1813,363,1161
1814,1525,1161
1815,1200,1161
1816,932,96
1817,687,332
1818,655,1026
1819,105,187
1820,1200,315
1821,930,143
1822,996,521
1823,1200,658
1824,1200,686
1825,1200,1161
1826,386,1161
1827,1200,497
1828,1200,332
1829,363,187
1830,1516,1064
1831,1200,696
1832,491,1161
1833,374,1161
1834,1200,1199
1835,1200,1161
1836,588,186
1837,1200,1161
1838,1200,1161
1839,313,1161
1840,1007,415
1841,1200,332
1842,1200,650
1843,127,760
1844,1200,1367
1845,799,1455
1846,1200,1161
1847,465,1152
